x,y,z
100.3815,107.7480,0.8000
101.6401,107.5238,0.8000
103.3245,107.0624,0.8000
106.4806,106.5893,0.8000
108.0765,106.8151,0.8000
112.0919,109.6779,0.8000
112.0305,111.2140,0.8000
111.0861,112.3575,0.8000
111.0861,112.3575,0.8000
111.0861,112.3575,1.8000
111.0861,112.3575,1.8000
107.9101,102.3694,1.8000
107.9101,102.3694,0.8000
109.5318,100.6280,0.8000
110.4861,97.4207,0.8000
110.8815,96.3770,0.8000
111.3151,95.3386,0.8000
112.0543,92.9918,0.8000
113.0568,90.2345,0.8000
113.0568,90.2345,0.8000
113.0568,90.2345,1.8000
113.0568,90.2345,1.8000
114.5306,89.1646,1.8000
114.5306,89.1646,0.8000
114.2191,87.7119,0.8000
110.7376,84.3587,0.8000
109.6162,82.9570,0.8000
108.7061,81.3048,0.8000
107.8758,79.5014,0.8000
107.0680,77.8624,0.8000
105.6846,75.6169,0.8000
104.4894,74.5895,0.8000
102.5826,73.9322,0.8000
102.5826,73.9322,0.8000
102.5826,73.9322,1.8000
102.5826,73.9322,1.8000
105.1599,74.5475,1.8000
105.1599,74.5475,0.8000
106.8449,76.9294,0.8000
107.5478,78.2640,0.8000
108.0745,79.3723,0.8000
108.7569,80.8255,0.8000
110.8062,84.2978,0.8000
113.8673,87.8243,0.8000
114.7425,89.1037,0.8000
114.7425,89.1037,0.8000
114.7425,89.1037,1.8000
114.7425,89.1037,1.8000
112.4747,87.6326,1.8000
112.4747,87.6326,0.8000
112.9400,90.2261,0.8000
112.2331,93.0007,0.8000
111.1204,95.2756,0.8000
109.6572,97.2884,0.8000
108.8440,100.5865,0.8000
108.5787,101.3677,0.8000
107.8719,102.3379,0.8000
107.8719,102.3379,0.8000
107.8719,102.3379,1.8000
107.8719,102.3379,1.8000
100.0357,86.5564,1.8000
100.0357,86.5564,0.8000
100.3386,85.4948,0.8000
99.8793,84.5803,0.8000
98.6332,83.6421,0.8000
96.9363,82.8620,0.8000
94.8897,82.3044,0.8000
93.4423,82.2445,0.8000
93.4423,82.2445,0.8000
93.4423,82.2445,1.8000
93.4423,82.2445,1.8000
91.2306,80.2915,1.8000
91.2306,80.2915,0.8000
90.6142,81.0680,0.8000
89.7483,81.7841,0.8000
87.8732,82.8105,0.8000
86.5063,83.2384,0.8000
85.2642,83.3728,0.8000
83.0776,82.5958,0.8000
81.9649,80.2034,0.8000
81.9649,80.2034,0.8000
81.9649,80.2034,1.8000
81.9649,80.2034,1.8000
83.9139,83.1255,1.8000
83.9139,83.1255,0.8000
83.1872,81.3226,0.8000
82.3193,80.4585,0.8000
81.5326,80.5225,0.8000
78.0847,82.8835,0.8000
76.9542,83.1853,0.8000
76.0638,82.5364,0.8000
76.0638,82.5364,0.8000
76.0638,82.5364,1.8000
76.0638,82.5364,1.8000
72.3500,82.4792,1.8000
72.3500,82.4792,0.8000
74.4811,81.6161,0.8000
75.8539,80.7845,0.8000
76.4783,80.3530,0.8000
77.7844,79.3980,0.8000
79.4384,78.2225,0.8000
80.5769,77.5243,0.8000
91.9969,77.6618,0.8000
91.9969,77.6618,0.8000
91.9969,77.6618,1.8000
91.9969,77.6618,1.8000
93.9465,77.6382,1.8000
93.9465,77.6382,0.8000
95.3154,77.7012,0.8000
96.6367,78.1280,0.8000
97.8418,78.7670,0.8000
99.2628,79.5907,0.8000
99.9466,79.9130,0.8000
101.2045,80.2474,0.8000
101.2045,80.2474,0.8000
101.2045,80.2474,1.8000
101.2045,80.2474,1.8000
98.5692,76.6339,1.8000
98.5692,76.6339,0.8000
95.4500,76.3493,0.8000
94.4270,76.3142,0.8000
91.3897,76.1131,0.8000
84.0195,74.4677,0.8000
77.5105,73.7926,0.8000
76.1575,74.0273,0.8000
74.2482,74.7586,0.8000
71.2617,76.6118,0.8000
70.1047,76.9105,0.8000
68.7385,76.1252,0.8000
68.7279,74.6000,0.8000
69.3774,73.4209,0.8000
72.9427,70.8211,0.8000
74.7946,70.3024,0.8000
80.1030,69.7821,0.8000
80.1030,69.7821,0.8000
80.1030,69.7821,1.8000
80.1030,69.7821,1.8000
82.6948,69.8656,1.8000
82.6948,69.8656,0.8000
84.7950,70.7323,0.8000
87.4039,71.2327,0.8000
93.1730,71.7015,0.8000
95.1537,72.0401,0.8000
96.8136,72.5541,0.8000
98.0973,73.0907,0.8000
99.7011,73.8787,0.8000
102.5793,75.4920,0.8000
104.5191,76.6113,0.8000
104.5191,76.6113,0.8000
104.5191,76.6113,1.8000
104.5191,76.6113,1.8000
86.1196,74.6095,1.8000
86.1196,74.6095,0.8000
84.6108,74.8736,0.8000
77.5264,74.0225,0.8000
76.1688,74.0462,0.8000
74.2429,74.5848,0.8000
71.2544,76.5336,0.8000
70.1463,76.8019,0.8000
69.0936,76.1073,0.8000
68.9391,74.8431,0.8000
73.3506,70.7308,0.8000
74.9484,70.2242,0.8000
79.3196,70.5486,0.8000
80.9386,71.0820,0.8000
82.0124,71.4610,0.8000
82.0124,71.4610,0.8000
82.0124,71.4610,1.8000
82.0124,71.4610,1.8000
64.6264,64.4150,1.8000
64.6264,64.4150,0.8000
63.2646,66.2489,0.8000
62.5244,67.7593,0.8000
61.5024,71.7692,0.8000
61.0959,75.9897,0.8000
60.7905,79.8616,0.8000
60.1210,85.5326,0.8000
59.5460,88.5461,0.8000
59.3495,89.3662,0.8000
58.8094,91.2620,0.8000
58.8094,91.2620,0.8000
58.8094,91.2620,1.8000
58.8094,91.2620,1.8000
58.8878,91.2567,1.8000
58.8878,91.2567,0.8000
59.7085,88.7084,0.8000
60.3248,85.5856,0.8000
60.8210,79.8243,0.8000
61.0004,75.9540,0.8000
61.3656,71.7640,0.8000
62.6830,66.7912,0.8000
